open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1602720000000,10.0,430.0,10.0,62.5418,1083589.84,1602806399999,71986882.81039,170124,530923.14,35391589.383895,0
1602806400000,62.5902,75.8725,38.8302,44.348,1696876.76,1602892799999,94610024.246734,240258,806748.36,45227095.145522,0
1602892800000,44.3512,50.6273,40.3325,42.24,672950.78,1602979199999,30288097.443803,107899,330452.82,14874965.909586,0
1602979200000,42.2364,42.3136,31.7722,32.4049,593629.16,1603065599999,21712478.074311,76375,309192.97,11299162.308201,0
1603065600000,32.3569,35.0,29.9321,33.9755,814098.46,1603151999999,25991803.426603,83389,398467.17,12734604.970313,0
1603152000000,33.9203,34.0,30.1783,31.175,310168.39,1603238399999,10001257.444526,35304,146198.19,4712061.197637,0
1603238400000,31.1293,31.8875,26.5013,26.5028,455344.06,1603324799999,13417064.61069,49170,226917.15,6708966.84469,0
1603324800000,26.5197,26.8362,22.6,23.739,703079.84,1603411199999,17508966.355803,73427,375889.95,9377109.984147,0
1603411200000,23.707,25.7,20.6023,23.8771,832249.99,1603497599999,19176249.765638,78476,438090.45,10132358.411235,0
1603497600000,23.8806,26.7346,22.257,25.8076,772683.6,1603583999999,18735062.909447,73888,402521.56,9769994.616701,0
1603584000000,25.7672,39.7777,25.3386,38.6663,1500278.48,1603670399999,49366340.646332,165546,766705.34,25164804.017837,0
1603670400000,38.7826,40.8939,31.9795,33.7887,1061248.86,1603756799999,39141633.193815,128602,528920.66,19479303.843174,0
1603756800000,33.854,37.9,32.6056,35.1693,571656.41,1603843199999,19941373.368345,74414,292992.31,10227372.654117,0
1603843200000,35.1506,36.5,32.6309,33.6161,552030.18,1603929599999,18890620.853953,63240,265197.57,9079791.683947,0
1603929600000,33.5782,34.1836,31.8001,32.52,614406.89,1604015999999,20324040.307308,54548,308537.52,10207734.799924,0
1604016000000,32.52,32.52,28.5677,29.2175,956640.96,1604102399999,28855090.04756,87376,511211.78,15404322.909409,0
1604102400000,29.2173,32.431,28.1306,31.2848,677740.01,1604188799999,20485494.024528,68680,367039.96,11084592.781785,0
1604188800000,31.3196,31.8877,30.5975,31.6076,334260.05,1604275199999,10404439.590408,35991,191405.72,5960835.093048,0
1604275200000,31.5645,31.9782,29.36,29.6401,661737.85,1604361599999,19997634.977802,64365,365151.56,11033607.464223,0
1604361600000,29.6254,29.685,27.9081,28.8364,603170.03,1604447999999,17239091.4349,51948,321218.36,9171427.242766,0
1604448000000,28.8386,29.5325,28.1668,28.8967,549375.41,1604534399999,15782367.984456,134836,285067.6,8192109.64299,0
1604534400000,28.8979,30.2522,28.3853,29.3544,628207.45,1604620799999,18343809.942382,77941,336239.09,9812060.567261,0
1604620800000,29.3518,33.3,29.1761,31.6801,1324665.71,1604707199999,41300301.497913,95078,653422.79,20332600.36669,0
1604707200000,31.7016,33.3249,29.3275,29.9356,1342540.77,1604793599999,41997758.588604,101487,682405.48,21347482.862783,0
1604793600000,29.9355,31.1902,29.5915,30.7588,356552.66,1604879999999,10863952.173712,34960,176750.56,5384169.256129,0
1604880000000,30.7588,32.3992,30.3332,31.2188,678300.25,1604966399999,21222399.247023,51430,349228.77,10930874.378898,0
1604966400000,31.2116,31.3165,30.2852,30.3614,711348.49,1605052799999,21906204.865014,65079,415849.26,12812031.579686,0
1605052800000,30.3614,30.9654,29.8457,30.0939,553179.49,1605139199999,16858450.071356,37492,274141.88,8354517.902865,0
1605139200000,30.1095,30.3338,28.6667,29.4952,602392.94,1605225599999,17883669.838103,53327,297660.34,8841151.117512,0
1605225600000,29.4851,30.0507,29.0847,29.155,432455.91,1605311999999,12758838.316752,37889,229213.36,6762218.643775,0
1605312000000,29.16,29.4685,28.4731,29.2753,504114.99,1605398399999,14588166.379702,46689,269304.48,7790991.220252,0
1605398400000,29.2825,29.3447,27.4413,27.7306,534821.82,1605484799999,15203645.003184,45944,259689.94,7387629.244136,0
